"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2019-09-27,"Chesterton","IN","In front of the Chesterton High School�s main entrance flag pole; 2125 South 11th Street Chesterton IN US 46304",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://globalclimatestrike.net/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.610594","-87.064199","Chesterton","Porter County","IN","18127"
2019-09-27,"Notre Dame","IN","Sisters of the Holy Cross Church",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.700191","-86.237933","Notre Dame","St. Joseph County","IN","18141"
2019-09-27,"Notre Dame","IN","Sisters of the Holy Cross Church",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.700191","-86.237933","Notre Dame","St. Joseph County","IN","18141"
2019-09-27,"West Lafayette","IN","West Lafayette High School",0,"protest; rally; strike",NA,NA,"Fridays for Future",NA,NA,"Against climate change; Environment; Climate Strike",0,"environment","more than 300",300,300,300,2,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://www.jconline.com/story/news/2019/09/27/climate-strikers-demand-what-you-doing-wl-mayor-answers-local-promise/3780106002/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.425869","-86.908065","West Lafayette","Tippecanoe County","IN","18157"
2019-09-27,"West Lafayette","IN","West Lafayette High School",0,"protest; rally; strike",NA,NA,"Fridays for Future",NA,NA,"Against climate change; Environment; Climate Strike",0,"environment","more than 300",300,300,300,2,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://www.jconline.com/story/news/2019/09/27/climate-strikers-demand-what-you-doing-wl-mayor-answers-local-promise/3780106002/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.425869","-86.908065","West Lafayette","Tippecanoe County","IN","18157"
2019-09-27,"West Lafayette","IN","We will begin by leaving WLHS and march down Grant St. to the Public Library to meet the rest of the marchers. We will then march up Salisbury St. to City Hall (old Happy Hollow School) where speeches will begin at 2:30.",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200 North Salisbury St.","40.425869","-86.908065","West Lafayette","Tippecanoe County","IN","18157"
2019-09-27,"West Lafayette","IN","We will begin by leaving WLHS and march down Grant St. to the Public Library to meet the rest of the marchers. We will then march up Salisbury St. to City Hall (old Happy Hollow School) where speeches will begin at 2:30.",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200 North Salisbury St.","40.425869","-86.908065","West Lafayette","Tippecanoe County","IN","18157"
2019-09-27,"Lexington","KY","STEAM Academy",0,"protest; marcg",NA,NA,"students",NA,NA,"against climate change",0,"environment",NA,NA,NA,NA,0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://www.lex18.com/news/covering-kentucky/students-march-to-protest-climate-change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.040584","-84.503716","Lexington","Fayette County","KY","21067"
2019-09-27,"Lexington","KY","STEAM Academy",0,"protest; marcg",NA,NA,"students",NA,NA,"against climate change",0,"environment",NA,NA,NA,NA,0,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://www.lex18.com/news/covering-kentucky/students-march-to-protest-climate-change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.040584","-84.503716","Lexington","Fayette County","KY","21067"
2019-09-27,"Lexington","KY","STEAM Academy Courtyard. 123 East Sixth Street",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://globalclimatestrike.net/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.040584","-84.503716","Lexington","Fayette County","KY","21067"
2019-09-27,"Lexington","KY","STEAM Academy Courtyard. 123 East Sixth Street",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://globalclimatestrike.net/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.040584","-84.503716","Lexington","Fayette County","KY","21067"
2019-09-27,"Lexington","KY","STEAM Academy Courtyard. 123 East Sixth Street",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://globalclimatestrike.net/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.040584","-84.503716","Lexington","Fayette County","KY","21067"
2019-09-27,"Baton Rouge","LA","LSU Student Union",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310 LSU Student Union","30.451468","-91.187147","Baton Rouge","East Baton Rouge Parish","LA","22033"
2019-09-27,"Baton Rouge","LA","LSU Student Union",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310 LSU Student Union","30.451468","-91.187147","Baton Rouge","East Baton Rouge Parish","LA","22033"
2019-09-27,"New Orleans","LA","Jackson Square : St. Louis Cathedral",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","29.951066","-90.071532","New Orleans","Orleans Parish","LA","22071"
2019-09-27,"New Orleans","LA","Jackson Square : St. Louis Cathedral",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","29.951066","-90.071532","New Orleans","Orleans Parish","LA","22071"
2019-09-27,"Boston","MA","a bridge in Boston�s Seaport section",0,"protest; blockade",NA,NA,"general protesters",NA,NA,"aganst climate change",0,"environment","Hundreds",200,200,200,2,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://whdh.com/news/climate-change-protesters-block-bridge-in-boston/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.360082","-71.05888","Boston","Suffolk County","MA","25025"
2019-09-27,"Boston","MA","a bridge in Boston�s Seaport section",0,"protest; blockade",NA,NA,"general protesters",NA,NA,"aganst climate change",0,"environment","Hundreds",200,200,200,2,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://whdh.com/news/climate-change-protesters-block-bridge-in-boston/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.360082","-71.05888","Boston","Suffolk County","MA","25025"
2019-09-27,"Haverhill","MA","2 Water St",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.776201","-71.07728","Haverhill","Essex County","MA","25009"
2019-09-27,"Haverhill","MA","2 Water St",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.776201","-71.07728","Haverhill","Essex County","MA","25009"
2019-09-27,"Silver Spring","MD","Initial meeting spot: 11:30 am at the Rachel Carson sculpture, 1132 Ripley St., Silver Spring, Maryland",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8435 Georgia Avenue","38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-27,"Silver Spring","MD","Initial meeting spot: 11:30 am at the Rachel Carson sculpture, 1132 Ripley St., Silver Spring, Maryland",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8435 Georgia Avenue","38.990666","-77.026088","Silver Spring","Montgomery County","MD","24031"
2019-09-27,"St Paul","MN","Capitol",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.953703","-93.089958","Saint Paul","Ramsey County","MN","27123"
2019-09-27,"St Paul","MN","Capitol",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.953703","-93.089958","Saint Paul","Ramsey County","MN","27123"
2019-09-27,"Newburg","MO","Newburg High School",0,"protest; plant potting",NA,NA,"high school students",NA,NA,"against climate change",0,"environment","dozens",24,24,24,1,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://pamplinmedia.com/nbg/241-education/439441-351923-students-take-to-the-fields-to-protest-climate-inaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.914208","-91.902661","Newburg","Phelps County","MO","29161"
2019-09-27,"Newburg","MO","Newburg High School",0,"protest; plant potting",NA,NA,"high school students",NA,NA,"against climate change",0,"environment","dozens",24,24,24,1,"0.0",0,"0.0",0,"0.0",0,"0.0",0,NA,NA,NA,NA,NA,"https://pamplinmedia.com/nbg/241-education/439441-351923-students-take-to-the-fields-to-protest-climate-inaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.914208","-91.902661","Newburg","Phelps County","MO","29161"
2019-09-27,"Oxford","MS","The Circle, Ole Miss",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1806 University Circle","34.36683","-89.518635","Oxford","Lafayette County","MS","28071"
2019-09-27,"Oxford","MS","The Circle, Ole Miss",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1806 University Circle","34.36683","-89.518635","Oxford","Lafayette County","MS","28071"
2019-09-27,"Butte","MT","Northwestern Energy Headquarters",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11East Park Street","46.003823","-112.534778","Butte","Silver Bow County","MT","30093"
2019-09-27,"Butte","MT","Northwestern Energy Headquarters",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11East Park Street","46.003823","-112.534778","Butte","Silver Bow County","MT","30093"
2019-09-27,"Omaha","NE","Memorial Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6005 Underwood Avenue","41.256537","-95.934503","Omaha","Douglas County","NE","31055"
2019-09-27,"Omaha","NE","Memorial Park",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6005 Underwood Avenue","41.256537","-95.934503","Omaha","Douglas County","NE","31055"
2019-09-27,"Newark","NJ","In front of townhall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.735657","-74.172367","Newark","Essex County","NJ","34013"
2019-09-27,"Newark","NJ","In front of townhall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.735657","-74.172367","Newark","Essex County","NJ","34013"
2019-09-27,"Stockton","NJ","Lincoln Center",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.407883","-74.978224","Stockton","Hunterdon County","NJ","34019"
2019-09-27,"Stockton","NJ","Lincoln Center",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.407883","-74.978224","Stockton","Hunterdon County","NJ","34019"
2019-09-27,"Vernon","NJ","16 Mott Drive",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.194702","-74.493794",NA,"Sussex County","NJ","34037"
2019-09-27,"Vernon","NJ","16 Mott Drive",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.194702","-74.493794",NA,"Sussex County","NJ","34037"
2019-09-27,"Annandale-on-Hudson","NY","Bard Campus Center",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 Campus Road","42.021876","-73.909528","Annandale-on-Hudson","Dutchess County","NY","36027"
2019-09-27,"Annandale-on-Hudson","NY","Bard Campus Center",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 Campus Road","42.021876","-73.909528","Annandale-on-Hudson","Dutchess County","NY","36027"
2019-09-27,"Binghamton","NY","Peacemaker's Stage; 7 Court St",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.facebook.com/events/2425603447711148/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.098687","-75.917974","Binghamton","Broome County","NY","36007"
2019-09-27,"Binghamton","NY","Peacemaker's Stage; 7 Court St",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list","https://www.facebook.com/events/2425603447711148/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.098687","-75.917974","Binghamton","Broome County","NY","36007"
2019-09-27,"Harlem","NY","In front of town hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.81155","-73.946477","New York","New York County","NY","36061"
2019-09-27,"Harlem","NY","In front of town hall",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://www.fridaysforfuture.org/events/list",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.81155","-73.946477","New York","New York County","NY","36061"
2019-09-27,"Hauppauge","NY","Suffolk County Executive's Office",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100 Veterans Memorial Highway","40.825654","-73.202614","Hauppauge","Suffolk County","NY","36103"
2019-09-27,"Hauppauge","NY","Suffolk County Executive's Office",0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"March On, wearemarchon.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100 Veterans Memorial Highway","40.825654","-73.202614","Hauppauge","Suffolk County","NY","36103"
2019-09-27,"New City","NY",NA,0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://twitter.com/hispeedtourist/status/1177618243206471680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.147595","-73.989306","New City","Rockland County","NY","36087"
2019-09-27,"New City","NY",NA,0,"demonstration",NA,"20190920-climatestrike",NA,NA,NA,"for urgent action on climate change, for climate justice and equity",1,"environment",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,"https://twitter.com/hispeedtourist/status/1177618243206471680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.147595","-73.989306","New City","Rockland County","NY","36087"
